,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
6553,CAS_14265-44-2,2008,2008-01--2008-12,FRHR18,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6557,CAS_7723-14-0,2008,2008-01--2008-12,FRHR24,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6566,CAS_14265-44-2,2008,2008-01--2008-12,FRGR1140,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6573,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0144A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6581,CAS_7723-14-0,2008,2008-01--2008-12,FRHR31,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6588,CAS_7723-14-0,2008,2008-01--2008-12,ES10373,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6592,CAS_14265-44-2,2008,2008-01--2008-12,FRDR10781,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6610,CAS_14265-44-2,2008,2008-01--2008-12,FRHR32,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6616,CAS_7723-14-0,2008,2008-01--2008-12,ES014MSPFES-014-NR-204-000-04-02,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6627,CAS_7723-14-0,2009,2009-01--2009-12,FRAR57,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6635,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0547B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6663,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0568,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6671,CAS_14265-44-2,2009,2009-01--2009-12,FRAR05,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6681,CAS_7723-14-0,2009,2009-01--2009-12,FRAR61,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6695,CAS_7723-14-0,2009,2009-01--2009-12,FRAR61,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6709,CAS_14265-44-2,2009,2009-01--2009-12,FRAR61,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6741,CAS_7723-14-0,2009,2009-01--2009-12,FRDR11502,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6744,CAS_7723-14-0,2009,2009-01--2009-12,FRDR182,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6758,CAS_7723-14-0,2008,2008-01--2008-12,FRDR245A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6776,CAS_7723-14-0,2008,2008-01--2008-12,ES014MSPFES-014-MR-101-000-05-00,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
6791,CAS_7723-14-0,2008,2008-01--2008-12,FRDR251,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6797,CAS_7723-14-0,2008,2008-01--2008-12,FRDR208,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6800,CAS_14265-44-2,2008,2008-01--2008-12,FRDR2032,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6837,CAS_7723-14-0,2008,2008-01--2008-12,FRHR32,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6849,CAS_14265-44-2,2008,2008-01--2008-12,FRDR245B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6851,CAS_14265-44-2,2008,2008-01--2008-12,FRDR244,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6852,CAS_7723-14-0,2008,2008-01--2008-12,FRDR200,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6858,CAS_14265-44-2,2008,2008-01--2008-12,FRHR42C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6859,CAS_14265-44-2,2008,2008-01--2008-12,FRDR245A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6866,CAS_14265-44-2,2008,2008-01--2008-12,FRDR197,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6874,CAS_7723-14-0,2009,2009-01--2009-12,FRDR196B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6876,CAS_7723-14-0,2008,2008-01--2008-12,DERW_DENI_22001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
6877,CAS_14265-44-2,2008,2008-01--2008-12,DERW_DENI_18001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
6917,CAS_14265-44-2,2008,2008-01--2008-12,FRAR61,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6924,CAS_7723-14-0,2008,2008-01--2008-12,FRDR223,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6928,CAS_7723-14-0,2008,2008-01--2008-12,FRDR216,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6948,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0302,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6954,CAS_14265-44-2,2008,2008-01--2008-12,FRDR162,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6959,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0296,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6965,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0007C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6974,CAS_7723-14-0,2008,2008-01--2008-12,FRDR188,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
6996,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020099,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6998,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023634,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
6999,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020542,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7000,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020167,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7001,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020036,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7002,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020156,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7003,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020622,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7004,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023065,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7005,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023319,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7006,CAS_14265-44-2,2007,2007-01--2007-12,UKSC023222,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7007,CAS_14265-44-2,2007,2007-01--2007-12,UKSC020563,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7031,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DEHE_258-1,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
7036,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DEHE_42-4,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
7074,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENI_MEL08OW01-00,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
7090,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0422,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7093,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0315A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7096,CAS_14265-44-2,2010,2010-01--2010-12,FRGR1727,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7102,CAS_7723-14-0,2009,2009-01--2009-12,FRER69C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7106,CAS_7723-14-0,2009,2009-01--2009-12,FRER70,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7108,CAS_7723-14-0,2009,2009-01--2009-12,FRER65,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7124,CAS_7723-14-0,2009,2009-01--2009-12,FRDR79,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7130,CAS_7723-14-0,2009,2009-01--2009-12,FRER10807,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7153,CAS_14265-44-2,2009,2009-01--2009-12,FRHR36,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7168,CAS_7723-14-0,2009,2009-01--2009-12,FRDR432,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7173,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0144A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7180,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010285,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7181,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010919,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7182,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020053,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7183,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020430,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7190,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020652,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7191,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020446,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7201,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006586,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7202,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005010,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7203,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010101,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7204,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010130,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7205,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010383,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7206,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010465,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7208,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020801,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7209,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020614,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7210,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020002,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7212,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7213,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006501,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7215,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006806,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7216,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010084,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7217,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7220,CAS_7723-14-0,2011,2011-01--2011-12,ATOK305760056,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
7223,CAS_14265-44-2,2006,2006-01--2006-12,UKGB106039017170,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7230,CAS_14265-44-2,2006,2006-01--2006-12,UKGB106039023220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7232,CAS_7723-14-0,2006,2006-01--2006-12,UKGB106039023220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7287,CAS_7723-14-0,2011,2011-01--2011-12,ATOK100930000,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
7299,CAS_14265-44-2,2009,2009-01--2009-12,ES091MSPF102,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7312,CAS_14265-44-2,2007,2007-01--2007-12,UKGB106039023220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7315,CAS_7723-14-0,2009,2009-01--2009-12,BG3AR700R039,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
7330,CAS_7723-14-0,2009,2009-01--2009-12,FRFR279,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7342,CAS_7723-14-0,2009,2009-01--2009-12,FI14_456_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
7383,CAS_14265-44-2,2009,2009-01--2009-12,FRFR276,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7388,CAS_7723-14-0,2009,2009-01--2009-12,FRFRR278_5,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7392,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0543,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7401,CAS_7723-14-0,2009,2009-01--2009-12,FRFRR227_2,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7402,CAS_7723-14-0,2009,2009-01--2009-12,FRFR281,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7420,CAS_7723-14-0,2009,2009-01--2009-12,ES13072,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7432,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DENI_17001,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
7449,CAS_14265-44-2,2007,2007-01--2007-12,UKSC004008,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7450,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005701,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7451,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005603,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7452,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005950,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7453,CAS_14265-44-2,2007,2007-01--2007-12,UKSC005952,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7454,CAS_14265-44-2,2007,2007-01--2007-12,UKSC006521,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7455,CAS_14265-44-2,2007,2007-01--2007-12,UKSC006639,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7456,CAS_14265-44-2,2007,2007-01--2007-12,UKSC006839,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7457,CAS_14265-44-2,2007,2007-01--2007-12,UKSC010315,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7459,CAS_14265-44-2,2008,2008-01--2008-12,UKGB104028058080,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7463,CAS_7723-14-0,2007,2007-01--2007-12,UKGB104028058100,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7498,CAS_7723-14-0,2008,2008-01--2008-12,FRDR676,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7505,CAS_7723-14-0,2008,2008-01--2008-12,FRDR666,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7515,CAS_14265-44-2,2008,2008-01--2008-12,FRDR429A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7518,CAS_7723-14-0,2008,2008-01--2008-12,FRDR1806B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7524,CAS_14265-44-2,2008,2008-01--2008-12,FRDR413C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7529,CAS_7723-14-0,2008,2008-01--2008-12,FRDR317,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7532,CAS_14265-44-2,2008,2008-01--2008-12,FRDR2015,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7535,CAS_7723-14-0,2008,2008-01--2008-12,FRDR10992A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7538,CAS_14265-44-2,2008,2008-01--2008-12,FRDR85,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7565,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010266,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7566,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010285,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7569,CAS_7723-14-0,2009,2009-01--2009-12,ES12158,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7573,CAS_14265-44-2,2006,2006-01--2006-12,UKSC023000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7574,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020305,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7575,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020099,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7576,CAS_14265-44-2,2006,2006-01--2006-12,UKSC023634,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7577,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020542,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7578,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010042,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7579,CAS_14265-44-2,2006,2006-01--2006-12,UKSC010919,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7583,CAS_7723-14-0,2008,2008-01--2008-12,UKGB108043022390,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7586,CAS_14265-44-2,2008,2008-01--2008-12,UKGB108043015830,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7594,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020047,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7595,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020329,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7596,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020410,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7598,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020262,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7599,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020093,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7600,CAS_14265-44-2,2006,2006-01--2006-12,UKSC020642,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7601,CAS_14265-44-2,2006,2006-01--2006-12,UKSC023032,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
7636,CAS_14265-44-2,2009,2009-01--2009-12,FRGR2017,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7647,CAS_7723-14-0,2009,2009-01--2009-12,FRAR50,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7649,CAS_7723-14-0,2009,2009-01--2009-12,FRAR41,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7651,CAS_7723-14-0,2009,2009-01--2009-12,FRAR48,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7660,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0564B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
7673,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000505,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7691,CAS_14265-44-2,2009,2009-01--2009-12,ES12221,Portugal,7024884.0,0.0,21.179404364691845,36.49,6.73,1.85,27.680000000000003,13.64,10.72,0.0,1.94,16.23
7694,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0805021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7724,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENW428_128_154,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
7769,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000057,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7774,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000150,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7777,CAS_14265-44-2,2009,2009-01--2009-12,ES020MSPF000000656_001,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7779,CAS_14265-44-2,2009,2009-01--2009-12,ES050MSPF011002018,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
7794,CAS_7723-14-0,2009,2009-01--2009-12,FRFRR328_5,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
